time,V1,V2,I1,I2
3719,12.27,0.00,0.077,0.029
3720,12.29,0.00,0.090,0.024
3721,12.27,0.00,0.087,0.042
3722,12.27,0.00,0.094,0.029
3723,12.27,0.00,0.080,0.018
3724,12.29,0.00,0.078,0.029
3725,12.27,0.00,0.097,0.038
3726,12.29,0.00,0.090,0.035
3727,12.24,0.00,0.076,0.048
3728,12.27,0.00,0.092,0.037
3729,12.29,0.00,0.085,0.018
3730,12.29,0.00,0.085,0.027
3731,12.27,0.00,0.072,0.019
3732,12.27,0.00,0.079,0.025
3733,12.24,0.00,0.084,0.026
3734,12.29,0.00,0.105,0.055
3735,12.37,0.00,0.089,0.030
3736,12.24,0.00,0.074,0.026
3737,12.29,0.00,0.088,0.035
3738,12.27,0.00,0.086,0.018
3739,12.29,0.00,0.086,0.052
3740,12.34,0.00,0.090,0.032
3741,12.29,0.00,0.093,0.009
3742,12.27,0.00,0.089,0.021
3743,12.24,0.00,0.077,0.026
3744,12.29,0.00,0.102,0.041
3745,12.24,0.00,0.105,0.033
3746,12.27,0.00,0.099,0.026
3747,12.27,0.00,0.107,0.014
3748,12.29,0.00,0.102,0.027
3749,12.27,0.00,0.110,0.038
3750,12.29,0.00,0.108,0.029
3751,12.27,0.00,0.103,0.027
3752,12.27,0.00,0.108,0.038
3753,6.49,0.00,-0.001,0.015
3754,0.00,0.00,0.016,0.015
3755,0.00,0.00,0.026,0.032
3756,0.00,0.00,0.019,0.029
3757,0.00,0.00,-0.007,0.008
3758,0.00,0.00,0.025,0.024
3759,0.00,0.00,0.000,0.021
3760,0.00,0.00,0.028,0.043
3761,0.00,0.00,0.022,0.004
